,タクソノミ,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
209,jppfs_cor:TransportationExpensesOERWY,運送費、営業費、鉄道事業,Transportation expenses,Transportation expenses-OE-RWY
210,jppfs_cor:AdvertisingExpensesOERWY,案内宣伝費、営業費、鉄道事業,Advertising expenses,Advertising expenses-OE-RWY
211,jppfs_cor:WelfareFacilitiesExpensesOERWY,厚生福利施設費、営業費、鉄道事業,Welfare facilities expenses,Welfare facilities expenses-OE-RWY
212,jppfs_cor:GeneralAndAdministrativeExpensesOERWY,一般管理費、営業費、鉄道事業,General and administrative expenses,General and administrative expenses-OE-RWY
213,jppfs_cor:TaxesOERWY,諸税、営業費、鉄道事業,Taxes,Taxes-OE-RWY
214,jppfs_cor:DepreciationOERWY,減価償却費、営業費、鉄道事業,Depreciation,Depreciation-OE-RWY
215,jppfs_cor:TransportationOperatingExpensesOERWY,運送営業費、営業費、鉄道事業,Transportation operating expenses,Transportation operating expenses-OE-RWY
216,jppfs_cor:FacilityExpensesOERWY,施設運営費、営業費、鉄道事業,Facility expenses,Facility expenses-OE-RWY
217,jppfs_cor:OperatingExpensesTransportationOERWY,運輸営業費、営業費、鉄道事業,Operating expenses - transportation,Operating expenses-transportation-OE-RWY
218,jppfs_cor:OperatingExpensesRailwayRWY,鉄道事業営業費、鉄道事業,Operating expenses - railway,Operating expenses-railway-RWY
219,jppfs_cor:OperatingIncomeRailwayRWY,鉄道事業営業利益又は鉄道事業営業損失（△）、鉄道事業,Operating profit (loss) - railway,Operating profit (loss) - railway - RWY
220,jppfs_cor:OperatingIncomeCableRailwayRWY,鋼索鉄道事業営業利益又は鋼索鉄道事業営業損失（△）、鉄道事業,Operating profit (loss) - cable railway,Operating profit (loss) - cable railway - RWY
221,jppfs_cor:OperatingIncomeCablewayRWY,索道事業営業利益又は索道事業営業損失（△）、鉄道事業,Operating profit (loss) - cableway,Operating profit (loss) - cableway - RWY
222,jppfs_cor:OperatingIncomeRelatedAbstractRWY,関連事業営業利益、鉄道事業 [タイトル項目],Operating profit - related,Operating profit - related - RWY [abstract]
223,jppfs_cor:OperatingRevenueRelatedAbstractRWY,営業収益、関連事業営業利益、鉄道事業 [タイトル項目],Operating revenue,Operating revenue-related-RWY [abstract]
224,jppfs_cor:RevenueRealEstateLeaseORRelated,不動産賃貸事業収入、営業収益、関連事業、鉄道事業,Revenue - real estate lease,Revenue-real estate lease-OR-related-RWY
225,jppfs_cor:RevenueCardORRelated,カード事業収入、営業収益、関連事業、鉄道事業,Revenue - card,Revenue-card-OR-related-RWY
226,jppfs_cor:MiscellaneousRevenueORRelated,雑収入、営業収益、関連事業、鉄道事業,Miscellaneous revenue,Miscellaneous revenue-OR-related-RWY
227,jppfs_cor:OperatingRevenueRelatedRWY,関連事業営業収益、鉄道事業,Operating revenue - related,Operating revenue-related-RWY
228,jppfs_cor:OperatingExpensesRelatedAbstractRWY,営業費、関連事業営業利益、鉄道事業 [タイトル項目],Operating expenses,Operating expenses-related-RWY [abstract]
229,jppfs_cor:CostOfSalesOERelated,売上原価、営業費、関連事業、鉄道事業,Cost of sales,Cost of sales-OE-related-RWY
230,jppfs_cor:SellingGeneralAndAdministrativeExpensesOERelated,販売費及び一般管理費、営業費、関連事業、鉄道事業,"Selling, general and administrative expenses","Selling, general and administrative expenses-OE-related-RWY"
231,jppfs_cor:TaxesOERelated,諸税、営業費、関連事業、鉄道事業,Taxes,Taxes-OE-related-RWY
232,jppfs_cor:DepreciationOERelated,減価償却費、営業費、関連事業、鉄道事業,Depreciation,Depreciation-OE-related-RWY
233,jppfs_cor:OperatingExpensesRelatedRWY,関連事業営業費、鉄道事業,Operating expenses - related,Operating expenses-related-RWY
234,jppfs_cor:OperatingIncomeRelatedRWY,関連事業営業利益又は関連事業営業損失（△）、鉄道事業,Operating profit (loss) - related,Operating profit (loss) - related - RWY
235,jppfs_cor:OperatingIncomeAutomobileAbstractRWY,自動車事業営業利益、鉄道事業 [タイトル項目],Operating profit - automobile,Operating profit - automobile - RWY [abstract]
236,jppfs_cor:OperatingRevenueAutomobileAbstractRWY,営業収益、自動車事業営業利益、鉄道事業 [タイトル項目],Operating revenue,Operating revenue-automobile-RWY [abstract]
237,jppfs_cor:PassengerTransportationORAutomobile,旅客運輸収入、営業収益、自動車事業、鉄道事業,Passenger transportation,Passenger transportation-OR-automobile-RWY
238,jppfs_cor:PassengerTransportationRevenueORAutomobile,旅客運送収入、営業収益、自動車事業、鉄道事業,Passenger transportation revenue,Passenger transportation revenue-OR-automobile-RWY
239,jppfs_cor:RevenueTransportationMiscellaneousORAutomobile,運輸雑収、営業収益、自動車事業、鉄道事業,Revenue - transportation miscellaneous,Revenue-transportation miscellaneous-OR-automobile-RWY
240,jppfs_cor:RevenueAutomobileMiscellaneousOEAutomobile,運送雑収、営業収益、自動車事業、鉄道事業,Revenue - automobile miscellaneous,Revenue-automobile miscellaneous-OE-automobile-RWY
241,jppfs_cor:OperatingRevenueAutomobileRWY,自動車事業営業収益、鉄道事業,Operating revenue - automobile,Operating revenue-automobile-RWY
242,jppfs_cor:OperatingExpensesAutomobileAbstractRWY,営業費、自動車事業営業利益、鉄道事業 [タイトル項目],Operating expenses,Operating expenses-automobile-RWY [abstract]
243,jppfs_cor:GeneralAndAdministrativeExpensesOEAutomobile,一般管理費、営業費、自動車事業、鉄道事業,General and administrative expenses,General and administrative expenses-OE-automobile-RWY
244,jppfs_cor:TransportationOperatingExpensesOEAutomobile,運送営業費、営業費、自動車事業、鉄道事業,Transportation operating expenses,Transportation operating expenses-OE-automobile-RWY
245,jppfs_cor:DepreciationOEAutomobile,減価償却費、営業費、自動車事業、鉄道事業,Depreciation,Depreciation-OE-automobile-RWY
246,jppfs_cor:TaxesOEAutomobile,諸税、営業費、自動車事業、鉄道事業,Taxes,Taxes-OE-automobile-RWY
247,jppfs_cor:OperatingExpensesAutomobileRWY,自動車事業営業費、鉄道事業,Operating expenses - automobile,Operating expenses-automobile-RWY
248,jppfs_cor:OperatingIncomeAutomobileRWY,自動車事業営業利益又は自動車事業営業損失（△）、鉄道事業,Operating profit (loss) - automobile,Operating profit (loss) - automobile - RWY
249,jppfs_cor:OperatingIncomeGeneralPassengerAutomobileTrafficOEAutomobile,一般旅客自動車運送事業営業利益又は一般旅客自動車運送事業営業損失（△）、鉄道事業,Operating profit (loss) - general passenger automobile traffic,Operating profit (loss) - general passenger automobile traffic - OE - automobile - RWY
250,jppfs_cor:OperatingIncomeRealEstateAbstractRWY,不動産事業営業利益、鉄道事業 [タイトル項目],Operating profit - real estate,Operating profit - real estate - RWY [abstract]
251,jppfs_cor:OperatingRevenueRealEstateAbstractRWY,営業収益、不動産事業営業利益、鉄道事業 [タイトル項目],Operating revenue,Operating revenue-real estate-RWY [abstract]
252,jppfs_cor:RevenueRealEstateSalesORRealEstate,不動産販売事業収入、営業収益、不動産事業、鉄道事業,Revenue - real estate sales,Revenue-real estate sales-OR-real estate-RWY
253,jppfs_cor:RevenueRealEstateORRealEstate,不動産事業収入、営業収益、不動産事業、鉄道事業,Revenue - real estate,Revenue-real estate-OR-real estate-RWY
254,jppfs_cor:NetSalesORRealEstate,売上高、営業収益、不動産事業、鉄道事業,Net sales,Net sales-OR-real estate-RWY
255,jppfs_cor:RevenueOtherORRealEstate,その他の収入、営業収益、不動産事業、鉄道事業,Revenue - other,Revenue-other-OR-real estate-RWY
256,jppfs_cor:RevenueLeaseORRealEstate,賃貸収入、営業収益、不動産事業、鉄道事業,Revenue - lease,Revenue-lease-OR-real estate-RWY
257,jppfs_cor:OperatingRevenueRealEstateRWY,不動産事業営業収益、鉄道事業,Operating revenue - real estate,Operating revenue-real estate-RWY
258,jppfs_cor:OperatingExpensesRealEstateAbstractRWY,営業費、不動産事業営業利益、鉄道事業 [タイトル項目],Operating expenses,Operating expenses-real estate-RWY [abstract]
259,jppfs_cor:CostOfSalesOERealEstate,売上原価、営業費、不動産事業、鉄道事業,Cost of sales,Cost of sales-OE-real estate-RWY
260,jppfs_cor:CostOfSalesRealEstateOERealEstate,不動産事業売上原価、営業費、不動産事業、鉄道事業,Cost of sales - real estate,Cost of sales-real estate-OE-real estate-RWY
261,jppfs_cor:SellingGeneralAndAdministrativeExpensesOERealEstate,販売費及び一般管理費、営業費、不動産事業、鉄道事業,"Selling, general and administrative expenses","Selling, general and administrative expenses-OE-real estate-RWY"
262,jppfs_cor:GeneralAndAdministrativeExpensesOERealEstate,一般管理費、営業費、不動産事業、鉄道事業,General and administrative expenses,General and administrative expenses-OE-real estate-RWY
263,jppfs_cor:TaxesOERealEstate,諸税、営業費、不動産事業、鉄道事業,Taxes,Taxes-OE-real estate-RWY
264,jppfs_cor:DepreciationOERealEstate,減価償却費、営業費、不動産事業、鉄道事業,Depreciation,Depreciation-OE-real estate-RWY
265,jppfs_cor:OperatingIncomeLeaseOERealEstate,賃貸事業営業費、営業費、不動産事業、鉄道事業,Operating expenses - lease,Operating expenses-lease-OE-real estate-RWY
266,jppfs_cor:OperatingExpensesRealEstateRWY,不動産事業営業費、鉄道事業,Operating expenses - real estate,Operating expenses-real estate-RWY
267,jppfs_cor:OperatingIncomeRealEstateRWY,不動産事業営業利益又は不動産事業営業損失（△）、鉄道事業,Operating profit (loss) - real estate,Operating profit (loss) - real estate - RWY
268,jppfs_cor:OperatingIncomeDevelopmentAbstractRWY,開発事業営業利益、鉄道事業 [タイトル項目],Operating profit - development,Operating profit - development - RWY [abstract]
269,jppfs_cor:OperatingRevenueDevelopmentAbstractRWY,営業収益、開発事業営業利益、鉄道事業 [タイトル項目],Operating revenue,Operating revenue-development-RWY [abstract]
270,jppfs_cor:RevenueLandAndBuildingSaleInLotsORDevelopment,土地建物分譲収入、営業収益、開発事業、鉄道事業,Revenue - land and building sale in lots,Revenue-land and building sale in lots-OR-development-RWY
271,jppfs_cor:RevenueLandAndBuildingLeaseORDevelopment,土地建物賃貸収入、営業収益、開発事業、鉄道事業,Revenue - land and building lease,Revenue-land and building lease-OR-development-RWY
272,jppfs_cor:RevenueLeaseORDevelopment,賃貸収入、営業収益、開発事業、鉄道事業,Revenue - lease,Revenue-lease-OR-development-RWY
273,jppfs_cor:RevenueSportsFacilitiesORDevelopment,スポーツ施設収入、営業収益、開発事業、鉄道事業,Revenue - sports facilities,Revenue-sports facilities-OR-development-RWY
274,jppfs_cor:RevenueHotelORDevelopment,ホテル事業収入、営業収益、開発事業、鉄道事業,Revenue - hotel,Revenue-hotel-OR-development-RWY
275,jppfs_cor:RevenueOtherLeisureORIncidental,その他のレジャー事業収入、営業収益、開発事業、鉄道事業,Revenue - other leisure,Revenue-other leisure-OR-incidental-RWY
276,jppfs_cor:RevenueOtherORDevelopment,その他の収入、営業収益、開発事業、鉄道事業,Revenue - other,Revenue-other-OR-development-RWY
277,jppfs_cor:OperatingRevenueDevelopmentRWY,開発事業営業収益、鉄道事業,Operating revenue - development,Operating revenue-development-RWY
278,jppfs_cor:OperatingExpensesDevelopmentAbstractRWY,営業費、開発事業営業利益、鉄道事業 [タイトル項目],Operating expenses,Operating expenses-development-RWY [abstract]
279,jppfs_cor:CostOfSalesOEDevelopment,売上原価、営業費、開発事業、鉄道事業,Cost of sales,Cost of sales-OE-development-RWY
280,jppfs_cor:SellingGeneralAndAdministrativeExpensesOEDevelopment,販売費及び一般管理費、営業費、開発事業、鉄道事業,"Selling, general and administrative expenses","Selling, general and administrative expenses-OE-development-RWY"
281,jppfs_cor:DepreciationOEDevelopment,減価償却費、営業費、開発事業、鉄道事業,Depreciation,Depreciation-OE-development-RWY
282,jppfs_cor:TaxesOEDevelopment,諸税、営業費、開発事業、鉄道事業,Taxes,Taxes-OE-development-RWY
283,jppfs_cor:OperatingExpensesDevelopmentRWY,開発事業営業費、鉄道事業,Operating expenses - development,Operating expenses-development-RWY
284,jppfs_cor:OperatingIncomeDevelopmentRWY,開発事業営業利益又は開発事業営業損失（△）、鉄道事業,Operating profit (loss) - development,Operating profit (loss) - development - RWY
285,jppfs_cor:OperatingIncomeIncidentalAbstractRWY,付帯事業営業利益、鉄道事業 [タイトル項目],Operating profit - incidental,Operating profit - incidental - RWY [abstract]
286,jppfs_cor:OperatingRevenueIncidentalAbstractRWY,営業収益、付帯事業営業利益、鉄道事業 [タイトル項目],Operating revenue,Operating revenue-incidental-RWY [abstract]
287,jppfs_cor:RevenueRealEstateLeaseORIncidental,不動産賃貸事業収入、営業収益、付帯事業、鉄道事業,Revenue - real estate lease,Revenue-real estate lease-OR-incidental-RWY
288,jppfs_cor:RevenueRealEstateSalesORIncidental,不動産販売事業収入、営業収益、付帯事業、鉄道事業,Revenue - real estate sales,Revenue-real estate sales-OR-incidental-RWY
289,jppfs_cor:LandAndBuildingSalesORIncidental,土地建物売上高、営業収益、付帯事業、鉄道事業,Land and building sales,Land and building sales-OR-incidental-RWY
290,jppfs_cor:RevenueLandAndBuildingLeaseORIncidental,土地建物賃貸収入、営業収益、付帯事業、鉄道事業,Revenue - land and building lease,Revenue-land and building lease-OR-incidental-RWY
291,jppfs_cor:RevenueAdvertisingORIncidental,広告収入、営業収益、付帯事業、鉄道事業,Revenue - advertising,Revenue-advertising-OR-incidental-RWY
292,jppfs_cor:RevenueRealEstateORIncidental,不動産事業収入、営業収益、付帯事業、鉄道事業,Revenue - real estate,Revenue-real estate-OR-incidental-RWY
293,jppfs_cor:RevenueInsuranceAgencyORIncidental,保険代理店事業収入、営業収益、付帯事業、鉄道事業,Revenue - insurance agency,Revenue-insurance agency-OR-incidental-RWY
294,jppfs_cor:RevenueMerchandiseORIncidental,流通事業収入、営業収益、付帯事業、鉄道事業,Revenue - merchandise,Revenue-merchandise-OR-incidental-RWY
295,jppfs_cor:RevenuePlayGardenORIncidental,遊園事業収入、営業収益、付帯事業、鉄道事業,Revenue - play garden,Revenue-play garden-OR-incidental-RWY
296,jppfs_cor:RevenueLandAndBuildingORIncidental,土地建物事業収入、営業収益、付帯事業、鉄道事業,Revenue - land and building,Revenue-land and building-OR-incidental-RWY
297,jppfs_cor:RevenueLeisureIncidental,レジャー事業収入、付帯事業、鉄道事業,Revenue - leisure,Revenue-leisure-incidental-RWY
298,jppfs_cor:RevenueTourismORIncidental,観光事業収入、営業収益、付帯事業、鉄道事業,Revenue - tourism,Revenue-tourism-OR-incidental-RWY
299,jppfs_cor:RevenueParkingAreaORIncidental,駐車場事業収入、営業収益、付帯事業、鉄道事業,Revenue - parking area,Revenue-parking area-OR-incidental-RWY
300,jppfs_cor:RevenueLandAndBuildingSaleInLotsORIncidental,土地建物分譲収入、営業収益、付帯事業、鉄道事業,Revenue - land and building sale in lots,Revenue-land and building sale in lots-OR-incidental-RWY
301,jppfs_cor:RevenueAutomobileMaintenanceORIncidental,自動車整備収入、営業収益、付帯事業、鉄道事業,Revenue - automobile maintenance,Revenue-automobile maintenance-OR-incidental-RWY
302,jppfs_cor:RevenueOtherBusinessORIncidental,その他の事業収入、営業収益、付帯事業、鉄道事業,Revenue - other,Revenue-other business-OR-incidental-RWY
303,jppfs_cor:RevenueOtherORIncidental,その他の収入、営業収益、付帯事業、鉄道事業,Revenue - other,Revenue-other-OR-incidental-RWY
304,jppfs_cor:OperatingRevenueIncidentalRWY,付帯事業営業収益、鉄道事業,Operating revenue - incidental,Operating revenue-incidental-RWY
305,jppfs_cor:OperatingExpensesIncidentalAbstractRWY,営業費、付帯事業営業利益、鉄道事業 [タイトル項目],Operating expenses,Operating expenses-incidental-RWY [abstract]
306,jppfs_cor:CostOfSalesOEIncidental,売上原価、営業費、付帯事業、鉄道事業,Cost of sales,Cost of sales-OE-incidental-RWY
307,jppfs_cor:DepreciationOEIncidental,減価償却費、営業費、付帯事業、鉄道事業,Depreciation,Depreciation-OE-incidental-RWY
308,jppfs_cor:SellingGeneralAndAdministrativeExpensesOEIncidental,販売費及び一般管理費、営業費、付帯事業、鉄道事業,"Selling, general and administrative expenses","Selling, general and administrative expenses-OE-incidental-RWY"
309,jppfs_cor:TaxesOEIncidental,諸税、営業費、付帯事業、鉄道事業,Taxes,Taxes-OE-incidental-RWY
310,jppfs_cor:OperatingExpensesLandAndBuildingOEIncidental,土地建物営業費、営業費、付帯事業、鉄道事業,Operating expenses - land and building,Operating expenses-land and building-OE-incidental-RWY
311,jppfs_cor:OperatingExpensesIncidentalRWY,付帯事業営業費、鉄道事業,Operating expenses - incidental,Operating expenses-incidental-RWY
312,jppfs_cor:OperatingIncomeIncidentalRWY,付帯事業営業利益又は付帯事業営業損失（△）、鉄道事業,Operating profit (loss) - incidental,Operating profit (loss) - incidental - RWY
313,jppfs_cor:OperatingIncomeOtherAbstractRWY,その他事業営業利益、鉄道事業 [タイトル項目],Operating profit - other,Operating profit - other - RWY [abstract]
314,jppfs_cor:OperatingRevenueOtherAbstractRWY,営業収益、その他事業営業利益、鉄道事業 [タイトル項目],Operating revenue,Operating revenue-other-RWY [abstract]
315,jppfs_cor:RevenueOtherOROther,その他の収入、営業収益、その他事業、鉄道事業,Revenue - other,Revenue-other-OR-other-RWY
316,jppfs_cor:RevenueRealEstateOROther,不動産事業収入、営業収益、その他事業、鉄道事業,Revenue - real estate,Revenue-real estate-OR-other-RWY
317,jppfs_cor:RevenueOtherBusinessOROther,その他の事業収入、営業収益、その他事業、鉄道事業,Revenue - other,Revenue-other business-OR-other-RWY
318,jppfs_cor:RevenueGoodsSalesOROther,物品販売業収入、営業収益、その他事業、鉄道事業,Revenue - goods sales,Revenue-goods sales-OR-other-RWY
319,jppfs_cor:GoodsSalesOROther,商品売上高、営業収益、その他事業、鉄道事業,Goods sales,Goods sales-OR-other-RWY
320,jppfs_cor:RevenueRestaurantOROther,食堂収入、営業収益、その他事業、鉄道事業,Revenue - restaurant,Revenue-restaurant-OR-other-RWY
321,jppfs_cor:RevenueStandOROther,売店収入、営業収益、その他事業、鉄道事業,Revenue - stand,Revenue-stand-OR-other-RWY
322,jppfs_cor:RevenueTravelOROther,旅行業収入、営業収益、その他事業、鉄道事業,Revenue - travel,Revenue-travel-OR-other-RWY
323,jppfs_cor:OperatingRevenueOtherRWY,その他事業営業収益、鉄道事業,Operating revenue - other,Operating revenue-other-RWY
324,jppfs_cor:OperatingExpensesOtherAbstractRWY,営業費、その他事業営業利益、鉄道事業 [タイトル項目],Operating expenses,Operating expenses-other-RWY [abstract]
325,jppfs_cor:CostOfSalesOEOtherRWY,売上原価、営業費、その他事業、鉄道事業,Cost of sales,Cost of sales-OE-other-RWY
326,jppfs_cor:CostOfGoodsSalesOEOther,商品売上原価、営業費、その他事業、鉄道事業,Cost of goods sales,Cost of goods sales-OE-other-RWY
327,jppfs_cor:SellingGeneralAndAdministrativeExpensesOEOther,販売費及び一般管理費、営業費、その他事業、鉄道事業,"Selling, general and administrative expenses","Selling, general and administrative expenses-OE-other-RWY"
328,jppfs_cor:TaxesOEOther,諸税、営業費、その他事業、鉄道事業,Taxes,Taxes-OE-other-RWY
329,jppfs_cor:DepreciationOEOtherRWY,減価償却費、営業費、その他事業、鉄道事業,Depreciation,Depreciation-OE-other-RWY
330,jppfs_cor:OperatingExpensesOtherRWY,その他事業営業費、鉄道事業,Operating expenses - other,Operating expenses-other-RWY
331,jppfs_cor:OperatingIncomeOtherRWY,その他事業営業利益又はその他事業営業損失（△）、鉄道事業,Operating profit (loss) - other,Operating profit (loss) - other - RWY
332,jppfs_cor:OperatingIncomeSideLineAbstractRWY,兼業営業利益、鉄道事業 [タイトル項目],Operating profit - side line,Operating profit - side line - RWY [abstract]
333,jppfs_cor:OperatingRevenueSideLineAbstractRWY,営業収益、兼業営業利益、鉄道事業 [タイトル項目],Operating revenue - side line,Operating revenue-side line-RWY [abstract]
334,jppfs_cor:RevenueLeaseORSideLine,賃貸収入、営業収益、兼業、鉄道事業,Revenue - lease,Revenue-lease-OR-side line-RWY
335,jppfs_cor:AirCargoRevenueORSideLine,航空貨物収入、営業収益、兼業、鉄道事業,Air cargo revenue,Air cargo revenue-OR-side line-RWY
336,jppfs_cor:LandAndBuildingSalesORSideLine,土地建物売上高、営業収益、兼業、鉄道事業,Land and building sales,Land and building sales-OR-side line-RWY
337,jppfs_cor:RevenueOtherORSideLine,その他の事業収入、営業収益、兼業、鉄道事業,Revenue - other,Revenue-other-OR-side line-RWY
338,jppfs_cor:RevenueEatingORSideLine,飲食業収入、営業収益、兼業、鉄道事業,Revenue - eating,Revenue-eating-OR-side line-RWY
339,jppfs_cor:GoodsAndEatingSalesORSideLine,商品飲食品売上高、営業収益、兼業、鉄道事業,Goods and eating sales,Goods and eating sales-OR-side line-RWY
340,jppfs_cor:RevenueLandAndBuildingSaleInLotsORSideLine,土地建物分譲収入、営業収益、兼業、鉄道事業,Revenue - land and building sale in lots,Revenue-land and building sale in lots-OR-side line-RWY
341,jppfs_cor:RevenueGoodsSalesORSideLine,物品販売業収入、営業収益、兼業、鉄道事業,Revenue - goods sales,Revenue-goods sales-OR-side line-RWY
342,jppfs_cor:OtherRevenueORSideLine,その他の収入、営業収益、兼業、鉄道事業,Other revenue,Other revenue-OR-side line-RWY
343,jppfs_cor:OperatingRevenueSideLineRWY,兼業営業収益、鉄道事業,Operating revenue - side line,Operating revenue-side line-RWY
344,jppfs_cor:OperatingExpensesSideLineAbstractRWY,営業費、兼業営業利益、鉄道事業 [タイトル項目],Operating expenses,Operating expenses-side line-RWY [abstract]
345,jppfs_cor:CostOfSalesOESideLineRWY,売上原価、営業費、兼業、鉄道事業,Cost of sales,Cost of sales-OE-side line-RWY
346,jppfs_cor:OperatingExpensesTravelOESideLine,旅行業営業費、営業費、兼業、鉄道事業,Operating expenses - travel,Operating expenses-travel-OE-side line-RWY
347,jppfs_cor:SellingGeneralAndAdministrativeExpensesOESideLine,販売費及び一般管理費、営業費、兼業、鉄道事業,"Selling, general and administrative expenses","Selling, general and administrative expenses-OE-side line-RWY"
348,jppfs_cor:TaxesOESideLine,諸税、営業費、兼業、鉄道事業,Taxes,Taxes-OE-side line-RWY
349,jppfs_cor:DepreciationOESideLineRWY,減価償却費、営業費、兼業、鉄道事業,Depreciation,Depreciation-OE-side line-RWY
350,jppfs_cor:OperatingExpensesSideLineRWY,兼業営業費、鉄道事業,Operating expenses - side line,Operating expenses-side line-RWY
351,jppfs_cor:OperatingIncomeSideLineRWY,兼業営業利益又は兼業営業損失（△）、鉄道事業,Operating profit (loss) - side line,Operating profit (loss) - side line - RWY
352,jppfs_cor:OperatingIncomeRailroadAbstractRWY,鉄軌道事業営業利益、鉄道事業 [タイトル項目],Operating profit - railroad,Operating profit - railroad - RWY [abstract]
353,jppfs_cor:OperatingRevenueRailroadAbstractRWY,営業収益、鉄軌道事業営業利益、鉄道事業 [タイトル項目],Operating revenue,Operating revenue-railroad-RWY [abstract]
354,jppfs_cor:OperatingRevenueRailroadRWY,鉄軌道事業営業収益、鉄道事業,Operating revenue - railroad,Operating revenue-railroad-RWY
355,jppfs_cor:OperatingExpensesRailroadAbstractRWY,営業費、鉄軌道事業営業利益、鉄道事業 [タイトル項目],Operating expenses,Operating expenses-railroad-RWY [abstract]
356,jppfs_cor:OperatingExpensesRailroadRWY,鉄軌道事業営業費、鉄道事業,Operating expenses - railroad,Operating expenses-railroad-RWY
357,jppfs_cor:OperatingIncomeRailroadOERWY,鉄軌道事業営業利益又は鉄軌道事業営業損失（△）、鉄道事業,Operating profit (loss) - railroad,Operating profit (loss) - railroad - OE - RWY
358,jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,Operating profit (loss),Operating profit (loss)
359,jppfs_cor:OperatingRevenueTotalRWY,全事業営業収益、鉄道事業,Operating revenue - total,Operating revenue-total-RWY
360,jppfs_cor:OperatingExpensesTotalRWY,全事業営業費、鉄道事業,Operating expenses - total,Operating expenses-total-RWY
361,jppfs_cor:OperatingRevenueRWY,営業収益、鉄道事業,Operating revenue,Operating revenue-RWY
362,jppfs_cor:OperatingExpensesAbstractRWY,営業費、鉄道事業 [タイトル項目],Operating expenses,Operating expenses-RWY [abstract]
363,jppfs_cor:OperatingExpensesAndCostOfSalesOfTransportationRWY,運輸業等営業費及び売上原価、鉄道事業,Operating expenses and cost of sales of transportation,Operating expenses and cost of sales of transportation-RWY
364,jppfs_cor:SellingGeneralAndAdministrativeExpenses,販売費及び一般管理費,"Selling, general and administrative expenses","Selling, general and administrative expenses"
365,jppfs_cor:OperatingExpensesRWY,営業費、鉄道事業,Operating expenses,Operating expenses-RWY
366,jppfs_cor:NonOperatingIncomeAbstract,営業外収益 [タイトル項目],Non-operating income,Non-operating income [abstract]
367,jppfs_cor:InterestAndDiscountsEarnedNOIRWY,受取利息・割引料、営業外収益,Interest and discounts earned,Interest and discounts earned-NOI-RWY
368,jppfs_cor:InterestOnSecuritiesNOI,有価証券利息、営業外収益,Interest on securities,Interest on securities-NOI
369,jppfs_cor:DividendsIncomeNOI,受取配当金、営業外収益,Dividend income,Dividend income-NOI
370,jppfs_cor:GainOnSalesOfSecuritiesNOI,有価証券売却益、営業外収益,Gain on sales of securities,Gain on sales of securities-NOI
371,jppfs_cor:GainOnValuationOfSecuritiesNOI,有価証券評価益、営業外収益,Gain on valuation of securities,Gain on valuation of securities-NOI
372,jppfs_cor:GainOnSalesOfGoodsNOIRWY,物品売却益、営業外収益、鉄道事業,Gain on sales of goods,Gain on sales of goods-NOI-RWY
373,jppfs_cor:RevenueLandRentNOIRWY,土地物件貸付料、営業外収益、鉄道事業,Revenue - land rent,Revenue-land rent-NOI-RWY
374,jppfs_cor:ReversalOfClericalCostsOnWorkPerformedOnContractNOIRWY,受託工事事務費戻入、営業外収益、鉄道事業,Reversal of clerical costs on work performed on contract,Reversal of clerical costs on work performed on contract-NOI-RWY
375,jppfs_cor:MiscellaneousIncomeNOIRWY,雑収入、営業外収益、鉄道事業,Miscellaneous income,Miscellaneous income-NOI-RWY
376,jppfs_cor:NonOperatingIncome,営業外収益,Non-operating income,Non-operating income
377,jppfs_cor:NonOperatingExpensesAbstract,営業外費用 [タイトル項目],Non-operating expenses,Non-operating expenses [abstract]
378,jppfs_cor:InterestAndDiscountsExpensesNOERWY,支払利息・割引料、営業外費用,Interest and discounts expenses,Interest and discounts expenses-NOE-RWY
379,jppfs_cor:InterestOnBondsNOE,社債利息、営業外費用,Interest on bonds,Interest on bonds-NOE
380,jppfs_cor:LossOnSalesOfSecuritiesNOE,有価証券売却損、営業外費用,Loss on sales of securities,Loss on sales of securities-NOE
381,jppfs_cor:LossOnValuationOfSecuritiesNOE,有価証券評価損、営業外費用,Loss on valuation of securities,Loss on valuation of securities-NOE
382,jppfs_cor:LossOnSalesOfGoodsNOERWY,物品売却損、営業外費用、鉄道事業,Loss on sales of goods,Loss on sales of goods-NOE-RWY
383,jppfs_cor:InterestOnLongTermAccountsPayableRailwayEquipmentRWY,鉄道施設購入長期未払金利息、鉄道事業,Interest on long-term accounts payable - railway equipment,Interest on long term accounts payable-railway equipment-RWY
384,jppfs_cor:LossOnLongTermAccountsPayableRailwayFacilitiesRWY,鉄道施設購入長期未払金返済損、鉄道事業,Loss on long-term accounts payable - railway facilities,Loss on long term accounts payable-railway facilities-RWY
385,jppfs_cor:MiscellaneousExpensesNOERWY,雑支出、営業外費用、鉄道事業,Miscellaneous expenses,Miscellaneous expenses-NOE-RWY
386,jppfs_cor:NonOperatingExpenses,営業外費用,Non-operating expenses,Non-operating expenses
387,jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,Ordinary profit (loss),Ordinary profit (loss)
388,jppfs_cor:ExtraordinaryIncomeAbstract,特別利益 [タイトル項目],Extraordinary income,Extraordinary income [abstract]
389,jppfs_cor:GainOnSalesOfNoncurrentAssetsEI,固定資産売却益、特別利益,Gain on sales of non-current assets,Gain on sales of non-current assets-EI
